ÁREA;PUESTO;N;ID CONOCIMIENTO;CONOCIMIENTO;Nivel;Valor
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO6;6;Conocimientos en proceso de calidad de materiales fresmedical;N3: 16 - 20 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO6;6;Conocimientos en proceso de calidad de materiales fresmedical;N1: 20 - 24 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO6;6;Conocimientos en proceso de calidad de materiales fresmedical;N2: 24 - 30 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO6;6;Conocimientos en proceso de calidad de materiales fresmedical;N3: 30 - 38 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N0: Prácticas;0
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N1: 6M A 1,5 AÑO;0
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N2: 1,5 - 3 AÑO;0
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N3: 3 - 5 AÑO;1
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N1: 5 - 6,5 AÑOS;2
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N2: 6,5 - 8 AÑOS;2
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N3: 8 - 10 AÑOS;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N1: 10 - 13 AÑOS;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N2: 13 - 16 AÑOS;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N3: 16 - 20 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N1: 20 - 24 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N2: 24 - 30 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO7;7;Conocimientos generales de implantes médicos (piezas Fresmedical);N3: 30 - 38 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N0: Prácticas;0
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N1: 6M A 1,5 AÑO;0
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N2: 1,5 - 3 AÑO;0
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N3: 3 - 5 AÑO;1
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N1: 5 - 6,5 AÑOS;2
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N2: 6,5 - 8 AÑOS;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N3: 8 - 10 AÑOS;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N1: 10 - 13 AÑOS;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N2: 13 - 16 AÑOS;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N3: 16 - 20 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N1: 20 - 24 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N2: 24 - 30 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO8;8;Conocimientos en reparar piezas complejas (evitar repetición);N3: 30 - 38 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N0: Prácticas;0
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N1: 6M A 1,5 AÑO;2
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N2: 1,5 - 3 AÑO;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N3: 3 - 5 AÑO;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N1: 5 - 6,5 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N2: 6,5 - 8 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N3: 8 - 10 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N1: 10 - 13 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N2: 13 - 16 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N3: 16 - 20 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N1: 20 - 24 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N2: 24 - 30 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO9;9;Conocimientos de los procedimientos internos del área;N3: 30 - 38 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N0: Prácticas;0
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N1: 6M A 1,5 AÑO;2
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N2: 1,5 - 3 AÑO;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N3: 3 - 5 AÑO;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N1: 5 - 6,5 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N2: 6,5 - 8 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N3: 8 - 10 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N1: 10 - 13 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N2: 13 - 16 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N3: 16 - 20 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N1: 20 - 24 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N2: 24 - 30 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;N3: 30 - 38 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N0: Prácticas;0
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N1: 6M A 1,5 AÑO;2
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N2: 1,5 - 3 AÑO;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N3: 3 - 5 AÑO;3
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N1: 5 - 6,5 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N2: 6,5 - 8 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N3: 8 - 10 AÑOS;4
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N1: 10 - 13 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N2: 13 - 16 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N3: 16 - 20 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N1: 20 - 24 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N2: 24 - 30 AÑOS;5
FRESMEDICAL;T.CORTE_Y_REPASO;T.CORTE_Y_REPASO11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N3: 30 - 38 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N0: Prácticas;0
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N1: 6M A 1,5 AÑO;1
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N2: 1,5 - 3 AÑO;2
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N3: 3 - 5 AÑO;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N1: 5 - 6,5 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N2: 6,5 - 8 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N3: 8 - 10 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N1: 10 - 13 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N2: 13 - 16 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N3: 16 - 20 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N1: 20 - 24 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N2: 24 - 30 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO1;1;Conocimientos de diseño e implantes biomédicos software MATERIALISE;N3: 30 - 38 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N0: Prácticas;1
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N1: 6M A 1,5 AÑO;1
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N2: 1,5 - 3 AÑO;2
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N3: 3 - 5 AÑO;2
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N1: 5 - 6,5 AÑOS;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N2: 6,5 - 8 AÑOS;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N3: 8 - 10 AÑOS;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N1: 10 - 13 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N2: 13 - 16 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N3: 16 - 20 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N1: 20 - 24 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N2: 24 - 30 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO2;2;Conocimientos básicos clinicos (contacto con el doctor/cirujanos);N3: 30 - 38 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N0: Prácticas;0
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N1: 6M A 1,5 AÑO;1
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N2: 1,5 - 3 AÑO;2
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N3: 3 - 5 AÑO;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N1: 5 - 6,5 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N2: 6,5 - 8 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N3: 8 - 10 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N1: 10 - 13 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N2: 13 - 16 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N3: 16 - 20 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N1: 20 - 24 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N2: 24 - 30 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO3;3;Conocimientos de fabricación de los productos médicos (titanio, resina y poliamida);N3: 30 - 38 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N0: Prácticas;1
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N1: 6M A 1,5 AÑO;1
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N2: 1,5 - 3 AÑO;2
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N3: 3 - 5 AÑO;2
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N1: 5 - 6,5 AÑOS;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N2: 6,5 - 8 AÑOS;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N3: 8 - 10 AÑOS;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N1: 10 - 13 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N2: 13 - 16 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N3: 16 - 20 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N1: 20 - 24 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N2: 24 - 30 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO4;4;Conocimientos en la documentación de normativa de los productos fresmedical;N3: 30 - 38 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N0: Prácticas;0
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N1: 6M A 1,5 AÑO;1
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N2: 1,5 - 3 AÑO;2
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N3: 3 - 5 AÑO;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N1: 5 - 6,5 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N2: 6,5 - 8 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N3: 8 - 10 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N1: 10 - 13 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N2: 13 - 16 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N3: 16 - 20 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N1: 20 - 24 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N2: 24 - 30 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO5;5;Conocimientos de control de calidad de las piezas de fresmedical;N3: 30 - 38 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N0: Prácticas;1
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N1: 6M A 1,5 AÑO;1
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N2: 1,5 - 3 AÑO;2
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N3: 3 - 5 AÑO;2
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N1: 5 - 6,5 AÑOS;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N2: 6,5 - 8 AÑOS;3
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N3: 8 - 10 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N1: 10 - 13 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N2: 13 - 16 AÑOS;4
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N3: 16 - 20 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N1: 20 - 24 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N2: 24 - 30 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO6;6;Conocimiento en metodología de detección de oportunidades de mejora en todo el proceso;N3: 30 - 38 AÑOS;5
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO7;7;Conocimientos en ingenieria inversa de los accesorios necesarias para el diseño/fabrican de los productos;N0: Prácticas;1
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO7;7;Conocimientos en ingenieria inversa de los accesorios necesarias para el diseño/fabrican de los productos;N1: 6M A 1,5 AÑO;2
FRESMEDICAL;I.DISEÑO_BIOMÉDICO;I.DISEÑO_BIOMÉDICO7;7;Conocimientos en ingenieria inversa de los accesorios necesarias para el diseño/fabrican de los productos;N2: 1,5 - 3 AÑO;2
